mode,hold_n,tp,sl,trail,n,total_ret,avg_ret,median_ret,win_rate,p95,p05,max_ret,min_ret
fixed,30,0.25,0.2,,1559,16.935631146215012,0.010863137361266846,-0.027627027027027084,0.4111610006414368,0.2494,-0.20059999999999995,0.24940000000000023,-0.20060000000000006
fixed,30,0.1,0.2,,1559,16.767245982743265,0.010755128917731407,0.09940000000000009,0.5785760102629891,0.09940000000000009,-0.20059999999999995,0.09940000000000009,-0.20060000000000006
trail,15,2.0,,0.03,1559,16.623519420747265,0.010662937409074577,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,1.5159658263305325,-0.030600000000000138
trail,20,2.0,,0.03,1559,16.623519420747265,0.010662937409074577,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,1.5159658263305325,-0.030600000000000138
trail,25,2.0,,0.03,1559,16.623519420747265,0.010662937409074577,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,1.5159658263305325,-0.030600000000000138
trail,30,2.0,,0.03,1559,16.623519420747265,0.010662937409074577,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,1.5159658263305325,-0.030600000000000138
trail,10,2.0,,0.03,1559,16.465497011783675,0.010561576017821473,-0.00211248164464024,0.4759461193072482,0.0682887750811329,-0.030600000000000026,1.357943417366947,-0.030600000000000138
fixed,25,0.15,0.25,,1559,16.20306855693489,0.010393244744666384,-0.011780124223602594,0.47145606157793457,0.14939999999999992,-0.16756720165184558,0.14940000000000014,-0.2506000000000001
fixed,25,0.95,0.25,,1559,16.193422484271416,0.01038705739850636,-0.03349473684210531,0.3758819756254009,0.33084158934469027,-0.16871904761904769,0.9494000000000001,-0.2506000000000001
fixed,25,0.65,0.25,,1559,16.192852247411317,0.010386691627589041,-0.03349473684210531,0.3758819756254009,0.37073571132431354,-0.16871904761904769,0.6494000000000001,-0.2506000000000001
fixed,25,0.65,0.25,,1559,16.192852247411317,0.010386691627589041,-0.03349473684210531,0.3758819756254009,0.37073571132431354,-0.16871904761904769,0.6494000000000001,-0.2506000000000001
fixed,25,0.75,0.25,,1559,16.184862447357354,0.01038156667566219,-0.03349473684210531,0.3758819756254009,0.3426816624354806,-0.16871904761904769,0.7494000000000002,-0.2506000000000001
